EFF_DATE,COUNTRY,LATITUDE,LONGITUDE,CONFIRMED_CUML,DEATHS_CUML,RECOVERED_CUML,ACTIVE_CUML,CONFIRMED_ABS,DEATHS_ABS,RECOVERED_ABS
2020-02-08,Russia,60.825501667,98.297676,2,0,0,2,0,0,0
2020-02-09,Russia,60.825501667,98.297676,2,0,0,2,0,0,0
2020-02-10,Russia,60.825501667,98.297676,2,0,0,2,0,0,0
2020-02-11,Russia,60.825501667,98.297676,2,0,0,2,0,0,0
2020-02-12,Russia,60.825501667,98.297676,2,0,2,0,0,0,2
2020-02-13,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-14,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-15,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-16,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-17,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-18,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-19,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-20,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-21,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-22,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-23,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-24,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-25,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-26,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-27,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-28,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-02-29,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-03-01,Russia,60.825501667,98.297676,2,0,2,0,0,0,0
2020-03-02,Russia,60.825501667,98.297676,3,0,2,1,1,0,0
2020-03-03,Russia,60.825501667,98.297676,3,0,2,1,0,0,0
2020-03-04,Russia,60.825501667,98.297676,3,0,2,1,0,0,0
2020-03-05,Russia,60.825501667,98.297676,4,0,2,2,1,0,0
2020-03-06,Russia,60.825501667,98.297676,13,0,2,11,9,0,0
2020-03-07,Russia,60.825501667,98.297676,13,0,2,11,0,0,0
2020-03-08,Russia,60.825501667,98.297676,17,0,3,14,4,0,1
2020-03-09,Russia,60.825501667,98.297676,17,0,3,14,0,0,0
2020-03-11,Russia,60.825501667,98.297676,20,0,3,17,3,0,0
2020-03-12,Russia,60.825501667,98.297676,28,0,3,25,8,0,0
2020-03-13,Russia,60.825501667,98.297676,45,0,3,42,17,0,0
2020-03-14,Russia,60.825501667,98.297676,59,0,8,51,14,0,5
2020-03-15,Russia,60.825501667,98.297676,63,0,8,55,4,0,0
2020-03-16,Russia,60.825501667,98.297676,90,0,8,82,27,0,0
2020-03-17,Russia,60.825501667,98.297676,114,0,8,106,24,0,0
2020-03-18,Russia,60.825501667,98.297676,147,0,8,139,33,0,0
2020-03-19,Russia,60.825501667,98.297676,199,1,9,189,52,1,1
2020-03-20,Russia,60.825501667,98.297676,253,1,9,243,54,0,0
2020-03-21,Russia,60.825501667,98.297676,306,1,12,293,53,0,3
2020-03-22,Russia,60.825501667,98.297676,367,1,16,350,61,0,4
2020-03-23,Russia,60.825501667,98.297676,438,1,17,420,71,0,1
2020-03-24,Russia,60.825501667,98.297676,495,1,22,472,57,0,5
2020-03-25,Russia,60.825501667,98.297676,658,3,29,626,163,2,7
2020-02-07,Others,35.4437,139.638,61,0,0,61,61,0,0
2020-02-08,Others,35.4437,139.638,61,0,0,61,0,0,0
2020-02-09,Others,35.4437,139.638,64,0,0,64,3,0,0
2020-02-10,Others,35.4437,139.638,135,0,0,135,71,0,0
2020-02-11,Others,35.4437,139.638,135,0,0,135,0,0,0
2020-02-12,Others,35.4437,139.638,175,0,0,175,40,0,0
2020-02-13,Others,35.4437,139.638,175,0,0,175,0,0,0
2020-02-14,Others,35.4437,139.638,218,0,0,218,43,0,0
2020-02-15,Others,35.4437,139.638,285,0,0,285,67,0,0
2020-02-16,Others,35.4437,139.638,355,0,0,355,70,0,0
2020-02-17,Others,35.4437,139.638,454,0,0,454,99,0,0
2020-02-18,Others,35.4437,139.638,542,0,0,542,88,0,0
2020-02-19,Others,35.4437,139.638,621,0,1,620,79,0,1
2020-02-20,Others,35.4437,139.638,634,2,1,631,13,2,0
2020-02-21,Others,35.4437,139.638,634,2,1,631,0,0,0
2020-02-22,Others,35.4437,139.638,634,2,1,631,0,0,0
2020-02-23,Others,35.4437,139.638,691,3,0,688,57,1,-1
2020-02-24,Others,35.4437,139.638,691,3,0,688,0,0,0
2020-02-25,Others,35.4437,139.638,691,3,0,688,0,0,0
2020-02-26,Others,35.4437,139.638,705,4,10,691,14,1,10
2020-02-27,Others,35.4437,139.638,705,4,10,691,0,0,0
2020-02-28,Others,35.4437,139.638,705,6,10,689,0,2,0
2020-02-29,Others,35.4437,139.638,705,6,10,689,0,0,0
2020-03-01,Others,35.4437,139.638,705,6,10,689,0,0,0
2020-03-02,Others,35.4437,139.638,705,6,10,689,0,0,0
2020-03-03,Others,35.4437,139.638,706,6,10,690,1,0,0
2020-03-04,Others,35.4437,139.638,706,6,10,690,0,0,0
2020-03-05,Others,35.4437,139.638,706,6,10,690,0,0,0
2020-03-06,Others,35.4437,139.638,696,6,40,650,-10,0,30
2020-03-07,Others,35.4437,139.638,696,6,40,650,0,0,0
2020-03-08,Others,35.4437,139.638,696,6,40,650,0,0,0
2020-03-09,Others,35.4437,139.638,696,6,40,650,0,0,0
2020-03-10,Others,35.4437,139.638,696,6,40,650,0,0,0
2020-03-02,Saudi Arabia,23.938202833,45.042893667,1,0,0,1,1,0,0
2020-03-03,Saudi Arabia,23.938202833,45.042893667,1,0,0,1,0,0,0
2020-03-04,Saudi Arabia,23.938202833,45.042893667,1,0,0,1,0,0,0
2020-03-05,Saudi Arabia,23.938202833,45.042893667,5,0,0,5,4,0,0
2020-03-06,Saudi Arabia,23.938202833,45.042893667,5,0,0,5,0,0,0
2020-03-07,Saudi Arabia,23.938202833,45.042893667,5,0,0,5,0,0,0
2020-03-08,Saudi Arabia,23.938202833,45.042893667,11,0,0,11,6,0,0
2020-03-09,Saudi Arabia,23.938202833,45.042893667,15,0,0,15,4,0,0
2020-03-10,Saudi Arabia,23.938202833,45.042893667,20,0,1,19,5,0,1
2020-03-11,Saudi Arabia,23.938202833,45.042893667,21,0,1,20,1,0,0
2020-03-12,Saudi Arabia,23.938202833,45.042893667,45,0,1,44,24,0,0
2020-03-13,Saudi Arabia,23.938202833,45.042893667,86,0,1,85,41,0,0
2020-03-14,Saudi Arabia,23.938202833,45.042893667,103,0,1,102,17,0,0
2020-03-15,Saudi Arabia,23.938202833,45.042893667,103,0,1,102,0,0,0
2020-03-16,Saudi Arabia,23.938202833,45.042893667,118,0,2,116,15,0,1
2020-03-17,Saudi Arabia,23.938202833,45.042893667,171,0,6,165,53,0,4
2020-03-18,Saudi Arabia,23.938202833,45.042893667,171,0,6,165,0,0,0
2020-03-19,Saudi Arabia,23.938202833,45.042893667,274,0,6,268,103,0,0
2020-03-20,Saudi Arabia,23.938202833,45.042893667,344,0,8,336,70,0,2
2020-03-21,Saudi Arabia,23.938202833,45.042893667,392,0,16,376,48,0,8
2020-03-22,Saudi Arabia,23.938202833,45.042893667,511,0,17,494,119,0,1
2020-03-23,Saudi Arabia,23.938202833,45.042893667,562,0,19,543,51,0,2
2020-03-24,Saudi Arabia,23.938202833,45.042893667,767,1,28,738,205,1,9
2020-03-25,Saudi Arabia,23.938202833,45.042893667,900,2,29,869,133,1,1
2020-03-13,Kenya,-0.0236,37.9062,1,0,0,1,1,0,0
2020-03-14,Kenya,-0.0236,37.9062,1,0,0,1,0,0,0
2020-03-15,Kenya,-0.0236,37.9062,3,0,0,3,2,0,0
2020-03-16,Kenya,-0.0236,37.9062,3,0,0,3,0,0,0
2020-03-17,Kenya,-0.0236,37.9062,3,0,0,3,0,0,0
2020-03-18,Kenya,-0.0236,37.9062,3,0,0,3,0,0,0
2020-03-19,Kenya,-0.0236,37.9062,7,0,0,7,4,0,0
2020-03-20,Kenya,-0.0236,37.9062,7,0,0,7,0,0,0
2020-03-21,Kenya,-0.0236,37.9062,7,0,0,7,0,0,0
2020-03-22,Kenya,-0.0236,37.9062,15,0,0,15,8,0,0
2020-03-23,Kenya,-0.0236,37.9062,16,0,0,16,1,0,0
2020-03-24,Kenya,-0.0236,37.9062,25,0,0,25,9,0,0
2020-03-25,Kenya,-0.0236,37.9062,28,0,1,27,3,0,1
2020-02-24,Kuwait,29.4020776,47.61053056,1,0,0,1,1,0,0
2020-02-25,Kuwait,29.4020776,47.61053056,11,0,0,11,10,0,0
2020-02-26,Kuwait,29.4020776,47.61053056,26,0,0,26,15,0,0
2020-02-27,Kuwait,29.4020776,47.61053056,43,0,0,43,17,0,0
2020-02-28,Kuwait,29.4020776,47.61053056,45,0,0,45,2,0,0
2020-02-29,Kuwait,29.4020776,47.61053056,45,0,0,45,0,0,0
2020-03-01,Kuwait,29.4020776,47.61053056,45,0,0,45,0,0,0
2020-03-02,Kuwait,29.4020776,47.61053056,56,0,0,56,11,0,0
2020-03-03,Kuwait,29.4020776,47.61053056,56,0,0,56,0,0,0
2020-03-04,Kuwait,29.4020776,47.61053056,56,0,0,56,0,0,0
2020-03-05,Kuwait,29.4020776,47.61053056,58,0,0,58,2,0,0
2020-03-06,Kuwait,29.4020776,47.61053056,58,0,0,58,0,0,0
2020-03-07,Kuwait,29.4020776,47.61053056,61,0,0,61,3,0,0
2020-03-08,Kuwait,29.4020776,47.61053056,64,0,1,63,3,0,1
2020-03-09,Kuwait,29.4020776,47.61053056,64,0,1,63,0,0,0
2020-03-10,Kuwait,29.4020776,47.61053056,69,0,1,68,5,0,0
2020-03-11,Kuwait,29.4020776,47.61053056,72,0,2,70,3,0,1
2020-03-12,Kuwait,29.4020776,47.61053056,80,0,5,75,8,0,3
2020-03-13,Kuwait,29.4020776,47.61053056,80,0,5,75,0,0,0
2020-03-14,Kuwait,29.4020776,47.61053056,104,0,5,99,24,0,0
2020-03-15,Kuwait,29.4020776,47.61053056,112,0,5,107,8,0,0
2020-03-16,Kuwait,29.4020776,47.61053056,123,0,9,114,11,0,4
2020-03-17,Kuwait,29.4020776,47.61053056,130,0,9,121,7,0,0
2020-03-18,Kuwait,29.4020776,47.61053056,142,0,15,127,12,0,6
2020-03-19,Kuwait,29.4020776,47.61053056,148,0,18,130,6,0,3
2020-03-20,Kuwait,29.4020776,47.61053056,159,0,18,141,11,0,0
2020-03-21,Kuwait,29.4020776,47.61053056,176,0,27,149,17,0,9
2020-03-22,Kuwait,29.4020776,47.61053056,188,0,30,158,12,0,3
2020-03-23,Kuwait,29.4020776,47.61053056,189,0,30,159,1,0,0
2020-03-24,Kuwait,29.4020776,47.61053056,191,0,39,152,2,0,9
2020-03-25,Kuwait,29.4020776,47.61053056,195,0,43,152,4,0,4
2020-01-31,Italy,42.4133944,12.2950448,2,0,0,2,2,0,0
2020-02-01,Italy,42.4133944,12.2950448,2,0,0,2,0,0,0
2020-02-02,Italy,42.4133944,12.2950448,2,0,0,2,0,0,0
2020-02-03,Italy,42.4133944,12.2950448,2,0,0,2,0,0,0
2020-02-04,Italy,42.4133944,12.2950448,2,0,0,2,0,0,0
2020-02-05,Italy,42.4133944,12.2950448,2,0,0,2,0,0,0
2020-02-06,Italy,42.4133944,12.2950448,2,0,0,2,0,0,0
2020-02-07,Italy,42.4133944,12.2950448,3,0,0,3,1,0,0
2020-02-08,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-09,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-10,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-11,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-12,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-13,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-14,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-15,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-16,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-17,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-18,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-19,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-20,Italy,42.4133944,12.2950448,3,0,0,3,0,0,0
2020-02-21,Italy,42.4133944,12.2950448,20,1,0,19,17,1,0
2020-02-22,Italy,42.4133944,12.2950448,62,2,1,59,42,1,1
2020-02-23,Italy,42.4133944,12.2950448,155,3,2,150,93,1,1
2020-02-24,Italy,42.4133944,12.2950448,229,7,1,221,74,4,-1
2020-02-25,Italy,42.4133944,12.2950448,322,10,1,311,93,3,0
2020-02-26,Italy,42.4133944,12.2950448,453,12,3,438,131,2,2
2020-02-27,Italy,42.4133944,12.2950448,655,17,45,593,202,5,42
2020-02-28,Italy,42.4133944,12.2950448,888,21,46,821,233,4,1
2020-02-29,Italy,42.4133944,12.2950448,1128,29,46,1053,240,8,0
2020-03-01,Italy,42.4133944,12.2950448,1694,34,83,1577,566,5,37
2020-03-02,Italy,42.4133944,12.2950448,2036,52,149,1835,342,18,66
2020-03-03,Italy,42.4133944,12.2950448,2502,79,160,2263,466,27,11
2020-03-04,Italy,42.4133944,12.2950448,3089,107,276,2706,587,28,116
2020-03-05,Italy,42.4133944,12.2950448,3858,148,414,3296,769,41,138
2020-03-06,Italy,42.4133944,12.2950448,4636,197,523,3916,778,49,109
2020-03-07,Italy,42.4133944,12.2950448,5883,233,589,5061,1247,36,66
2020-03-08,Italy,42.4133944,12.2950448,7375,366,622,6387,1492,133,33
2020-03-09,Italy,42.4133944,12.2950448,9172,463,724,7985,1797,97,102
2020-03-10,Italy,42.4133944,12.2950448,10149,631,724,8794,977,168,0
2020-03-11,Italy,42.4133944,12.2950448,12462,827,1045,10590,2313,196,321
2020-03-12,Italy,42.4133944,12.2950448,12462,827,1045,10590,0,0,0
2020-03-13,Italy,42.4133944,12.2950448,17660,1266,1439,14955,5198,439,394
2020-03-14,Italy,42.4133944,12.2950448,21157,1441,1966,17750,3497,175,527
2020-03-15,Italy,42.4133944,12.2950448,24747,1809,2335,20603,3590,368,369
2020-03-16,Italy,42.4133944,12.2950448,27980,2158,2749,23073,3233,349,414
2020-03-17,Italy,42.4133944,12.2950448,31506,2503,2941,26062,3526,345,192
2020-03-18,Italy,42.4133944,12.2950448,35713,2978,4025,28710,4207,475,1084
2020-03-19,Italy,42.4133944,12.2950448,41035,3405,4440,33190,5322,427,415
2020-03-20,Italy,42.4133944,12.2950448,47021,4032,4440,38549,5986,627,0
2020-03-21,Italy,42.4133944,12.2950448,53578,4825,6072,42681,6557,793,1632
2020-03-22,Italy,42.4133944,12.2950448,59138,5476,7024,46638,5560,651,952
2020-03-23,Italy,42.4133944,12.2950448,63927,6077,7432,50418,4789,601,408
2020-03-24,Italy,42.4133944,12.2950448,69176,6820,8326,54030,5249,743,894
2020-03-25,Italy,42.4133944,12.2950448,74386,7503,9362,57521,5210,683,1036
2020-03-20,Madagascar,-18.766931333,46.869104667,3,0,0,3,3,0,0
2020-03-21,Madagascar,-18.766931333,46.869104667,3,0,0,3,0,0,0
2020-03-22,Madagascar,-18.766931333,46.869104667,3,0,0,3,0,0,0
2020-03-23,Madagascar,-18.766931333,46.869104667,12,0,0,12,9,0,0
2020-03-24,Madagascar,-18.766931333,46.869104667,17,0,0,17,5,0,0
2020-03-25,Madagascar,-18.766931333,46.869104667,19,0,0,19,2,0,0
2020-03-11,Cruise Ship,29.995046154,118.173853846,696,7,325,364,696,7,325
2020-03-12,Cruise Ship,29.995046154,118.173853846,696,7,325,364,0,0,0
2020-03-13,Cruise Ship,29.995046154,118.173853846,696,7,325,364,0,0,0
2020-03-14,Cruise Ship,29.995046154,118.173853846,696,7,325,364,0,0,0
2020-03-15,Cruise Ship,29.995046154,118.173853846,696,7,325,364,0,0,0
2020-03-16,Cruise Ship,29.995046154,118.173853846,696,7,325,364,0,0,0
2020-03-17,Cruise Ship,29.995046154,118.173853846,696,7,325,364,0,0,0
2020-03-18,Cruise Ship,29.995046154,118.173853846,712,7,325,380,16,0,0
2020-03-19,Cruise Ship,29.995046154,118.173853846,712,7,325,380,0,0,0
2020-03-20,Cruise Ship,29.995046154,118.173853846,712,7,325,380,0,0,0
2020-03-21,Cruise Ship,29.995046154,118.173853846,712,8,325,379,0,1,0
2020-03-22,Cruise Ship,29.995046154,118.173853846,712,8,567,137,0,0,242
2020-03-23,Cruise Ship,29.995046154,118.173853846,712,8,567,137,0,0,0
2020-03-08,Bulgaria,42.7339,25.4858,4,0,0,4,4,0,0
2020-03-09,Bulgaria,42.7339,25.4858,4,0,0,4,0,0,0
2020-03-10,Bulgaria,42.7339,25.4858,4,0,0,4,0,0,0
2020-03-11,Bulgaria,42.7339,25.4858,7,1,0,6,3,1,0
2020-03-12,Bulgaria,42.7339,25.4858,7,1,0,6,0,0,0
2020-03-13,Bulgaria,42.7339,25.4858,23,1,0,22,16,0,0
2020-03-14,Bulgaria,42.7339,25.4858,41,2,0,39,18,1,0
2020-03-15,Bulgaria,42.7339,25.4858,51,2,0,49,10,0,0
2020-03-16,Bulgaria,42.7339,25.4858,52,2,0,50,1,0,0
2020-03-17,Bulgaria,42.7339,25.4858,67,2,0,65,15,0,0
2020-03-18,Bulgaria,42.7339,25.4858,92,2,0,90,25,0,0
2020-03-19,Bulgaria,42.7339,25.4858,94,3,0,91,2,1,0
2020-03-20,Bulgaria,42.7339,25.4858,127,3,0,124,33,0,0
2020-03-21,Bulgaria,42.7339,25.4858,163,3,3,157,36,0,3
2020-03-22,Bulgaria,42.7339,25.4858,187,3,3,181,24,0,0
2020-03-23,Bulgaria,42.7339,25.4858,201,3,3,195,14,0,0
2020-03-24,Bulgaria,42.7339,25.4858,218,3,3,212,17,0,0
2020-03-25,Bulgaria,42.7339,25.4858,242,3,4,235,24,0,1
2020-03-20,Haiti,18.9712,-72.2852,2,0,0,2,2,0,0
2020-03-21,Haiti,18.9712,-72.2852,2,0,0,2,0,0,0
2020-03-22,Haiti,18.9712,-72.2852,2,0,0,2,0,0,0
2020-03-23,Haiti,18.9712,-72.2852,6,0,0,6,4,0,0
2020-03-24,Haiti,18.9712,-72.2852,7,0,0,7,1,0,0
2020-03-25,Haiti,18.9712,-72.2852,8,0,0,8,1,0,0
