EFF_DATE,FIPS,COUNTY_CITY,PROVINCE_STATE,COUNTRY_REGION,CONFIRMED_CUMULATIVE,DEATHS_CUMULATIVE,RECOVERED_CUMULATIVE,LATITUDE,LONGITUDE
2020-03-27,22109,Terrebonne,Louisiana,USA,23,1,0,29.37343766,-90.82626855
2020-03-27,13273,Terrell,Georgia,USA,6,0,0,31.77527543,-84.44069698
2020-03-27,48445,Terry,Texas,USA,4,0,0,33.17402785,-102.3354521
2020-03-27,16081,Teton,Idaho,USA,2,0,0,43.75303583,-111.2056773
2020-03-27,56039,Teton,Wyoming,USA,10,0,0,43.93522482,-110.5890801
2020-03-27,29215,Texas,Missouri,USA,1,0,0,37.31728859,-91.96564727
2020-03-27,13275,Thomas,Georgia,USA,3,0,0,30.86392347,-83.91847289
2020-03-27,53067,Thurston,Washington,USA,24,0,0,46.9291895,-122.8290656
2020-03-27,13277,Tift,Georgia,USA,11,0,0,31.45743864,-83.5236119
2020-03-27,41057,Tillamook,Oregon,USA,1,0,0,45.46248721,-123.712066
2020-03-27,36107,Tioga,New York,USA,2,0,0,42.16852837,-76.30835812
2020-03-27,28139,Tippah,Mississippi,USA,15,1,0,34.76872156,-88.90988194
2020-03-27,18157,Tippecanoe,Indiana,USA,8,1,0,40.38872739,-86.89413959
2020-03-27,18159,Tipton,Indiana,USA,2,0,0,40.31123252,-86.05234925
2020-03-27,47167,Tipton,Tennessee,USA,10,0,0,35.501942,-89.73694895
2020-03-27,46121,Todd,South Dakota,USA,1,0,0,43.19338568,-100.7195503
2020-03-27,9013,Tolland,Connecticut,USA,33,3,0,41.85853803,-72.3308481
2020-03-27,48451,Tom Green,Texas,USA,2,0,0,31.40464436,-100.462443
2020-03-27,36109,Tompkins,New York,USA,32,0,0,42.44945765,-76.47229843
2020-03-27,49045,Tooele,Utah,USA,5,0,0,40.44862644,-113.1295715
2020-03-27,30101,Toole,Montana,USA,2,0,0,48.65577551,-111.6942414
2020-03-27,13279,Toombs,Georgia,USA,1,0,0,32.12059861,-82.32957247
2020-03-27,37175,Transylvania,North Carolina,USA,3,0,0,35.20383864,-82.79638423
2020-03-27,48453,Travis,Texas,USA,160,1,0,30.33432034,-97.7853562
2020-03-27,13285,Troup,Georgia,USA,11,0,0,33.03349196,-85.02812115
2020-03-27,39155,Trumbull,Ohio,USA,17,1,0,41.31735028,-80.76109643
2020-03-27,54093,Tucker,West Virginia,USA,2,0,0,39.11240885,-79.57053576
2020-03-27,6107,Tulare,California,USA,20,0,0,36.22026558,-118.8020203
2020-03-27,40143,Tulsa,Oklahoma,USA,49,1,0,36.11939621,-95.94013939
2020-03-27,28143,Tunica,Mississippi,USA,6,1,0,34.64967704,-90.37481167
2020-03-27,13287,Turner,Georgia,USA,2,0,0,31.71612656,-83.62069378
2020-03-27,1125,Tuscaloosa,Alabama,USA,21,0,0,33.28726072,-87.52556818
2020-03-27,39157,Tuscarawas,Ohio,USA,3,0,0,40.44214695,-81.47226262
2020-03-27,26157,Tuscola,Michigan,USA,2,1,0,43.46606813,-83.41897025
2020-03-27,13289,Twiggs,Georgia,USA,2,0,0,32.67435595,-83.43078662
2020-03-27,16083,Twin Falls,Idaho,USA,3,0,0,42.35440512,-114.6685381
2020-03-27,36111,Ulster,New York,USA,98,0,0,41.89027881,-74.26252104
2020-03-27,41059,Umatilla,Oregon,USA,3,0,0,45.59073056,-118.7353826
2020-03-27,,Unassigned,Arkansas,USA,35,2,0,0,0
2020-03-27,,Unassigned,California,USA,12,0,0,0,0
2020-03-27,,Unassigned,Colorado,USA,102,8,0,0,0
2020-03-27,,Unassigned,Georgia,USA,217,42,0,0,0
2020-03-27,,Unassigned,Hawaii,USA,6,0,0,0,0
2020-03-27,,Unassigned,Kentucky,USA,158,0,0,0,0
2020-03-27,,Unassigned,Louisiana,USA,16,1,0,0,0
2020-03-27,,Unassigned,Maine,USA,3,0,0,0,0
2020-03-27,,Unassigned,Massachusetts,USA,303,9,0,0,0
2020-03-27,,Unassigned,Nebraska,USA,2,0,0,0,0
2020-03-27,,Unassigned,Nevada,USA,16,0,0,0,0
2020-03-27,,Unassigned,New Hampshire,USA,4,0,0,0,0
2020-03-27,,Unassigned,New Jersey,USA,1984,82,0,0,0
2020-03-27,,Unassigned,Rhode Island,USA,71,0,0,0,0
2020-03-27,,Unassigned,Tennessee,USA,172,3,0,0,0
2020-03-27,,Unassigned,Vermont,USA,6,5,0,0,0
2020-03-27,,Unassigned,Washington,USA,67,0,0,0,0
2020-03-27,,Unassigned,Wisconsin,USA,61,0,0,0,0
2020-03-27,47171,Unicoi,Tennessee,USA,1,0,0,36.10890856,-82.43709629
2020-03-27,5139,Union,Arkansas,USA,1,0,0,33.16887091,-92.59746952
2020-03-27,22111,Union,Louisiana,USA,4,0,0,32.83121059,-92.3749373
2020-03-27,28145,Union,Mississippi,USA,3,0,0,34.49162015,-89.00776006
2020-03-27,34039,Union,New Jersey,USA,519,0,0,40.65835409,-74.30680092
2020-03-27,37179,Union,North Carolina,USA,34,0,0,34.98960527,-80.52955873
2020-03-27,39159,Union,Ohio,USA,3,0,0,40.30016061,-83.37239023
2020-03-27,41061,Union,Oregon,USA,1,0,0,45.30915495,-118.0068979
2020-03-27,42119,Union,Pennsylvania,USA,1,0,0,40.96188846,-77.05996014
2020-03-27,45087,Union,South Carolina,USA,1,0,0,34.68835752,-81.61730349
2020-03-27,46127,Union,South Dakota,USA,1,0,0,42.83112163,-96.6557828
2020-03-27,54097,Upshur,West Virginia,USA,1,0,0,38.89285061,-80.23689136
2020-03-27,13293,Upson,Georgia,USA,2,0,0,32.87920671,-84.30024826
2020-03-27,49049,Utah,Utah,USA,26,0,0,40.1166722,-111.6657662
2020-03-27,48463,Uvalde,Texas,USA,1,0,0,29.35739637,-99.76229172
2020-03-27,48465,Val Verde,Texas,USA,3,0,0,29.89149232,-101.1525205
2020-03-27,16085,Valley,Idaho,USA,1,0,0,44.76728382,-115.5676773
2020-03-27,5141,Van Buren,Arkansas,USA,16,0,0,35.58095779,-92.51295036
2020-03-27,26159,Van Buren,Michigan,USA,3,0,0,42.25190229,-86.01939087
2020-03-27,48467,Van Zandt,Texas,USA,1,0,0,32.56483801,-95.83766469
2020-03-27,37181,Vance,North Carolina,USA,2,0,0,36.36880673,-78.40670845
2020-03-27,18163,Vanderburgh,Indiana,USA,6,0,0,38.02658833,-87.58763124
2020-03-27,6111,Ventura,California,USA,61,1,0,34.44465746,-119.0910613
2020-03-27,22113,Vermilion,Louisiana,USA,2,0,0,29.83517605,-92.30292538
2020-03-27,22115,Vernon,Louisiana,USA,2,0,0,31.10884837,-93.18153838
2020-03-27,48469,Victoria,Texas,USA,3,0,0,28.79780988,-96.96813006
2020-03-27,18167,Vigo,Indiana,USA,3,0,0,39.42944561,-87.39169027
2020-03-27,55125,Vilas,Wisconsin,USA,2,0,0,46.05467334,-89.51719204
2020-03-27,51810,Virginia Beach,Virginia,USA,29,1,0,36.73285734,-76.04566934
2020-03-27,12127,Volusia,Florida,USA,39,0,0,29.05858895,-81.18263252
2020-03-27,18169,Wabash,Indiana,USA,1,0,0,40.84704239,-85.79328272
2020-03-27,27157,Wabasha,Minnesota,USA,4,0,0,44.28424356,-92.23121312
2020-03-27,40145,Wagoner,Oklahoma,USA,8,0,0,35.96024096,-95.51911308
2020-03-27,37183,Wake,North Carolina,USA,123,0,0,35.78879266,-78.65249174
2020-03-27,23027,Waldo,Maine,USA,2,0,0,44.4858305,-69.12061935
2020-03-27,1127,Walker,Alabama,USA,23,0,0,33.80270512,-87.30027177
2020-03-27,48471,Walker,Texas,USA,2,0,0,30.73872995,-95.57440968
2020-03-27,53071,Walla Walla,Washington,USA,2,0,0,46.23040051,-118.4775539
2020-03-27,38099,Walsh,North Dakota,USA,1,0,0,48.36876964,-97.72574783
2020-03-27,28147,Walthall,Mississippi,USA,4,0,0,31.14971548,-90.10446654
2020-03-27,12131,Walton,Florida,USA,13,0,0,30.64204028,-86.16935664
2020-03-27,55127,Walworth,Wisconsin,USA,5,0,0,42.66858202,-88.54163073
2020-03-27,19179,Wapello,Iowa,USA,1,0,0,41.03064984,-92.40954728
2020-03-27,38101,Ward,North Dakota,USA,4,0,0,48.22390169,-101.5436763
2020-03-27,13299,Ware,Georgia,USA,2,0,0,31.05449097,-82.42224148
2020-03-27,18171,Warren,Indiana,USA,1,0,0,40.34728141,-87.35602659
2020-03-27,19181,Warren,Iowa,USA,1,0,0,41.33559454,-93.56007641
2020-03-27,21227,Warren,Kentucky,USA,5,0,0,36.99903045,-86.42672751
2020-03-27,34041,Warren,New Jersey,USA,38,0,0,40.85951833,-74.99556527
2020-03-27,36113,Warren,New York,USA,8,0,0,43.56173026,-73.8433699
2020-03-27,39165,Warren,Ohio,USA,11,0,0,39.42581994,-84.16557457
2020-03-27,42123,Warren,Pennsylvania,USA,1,0,0,41.81304978,-79.26969577
2020-03-27,51187,Warren,Virginia,USA,2,0,0,38.90847745,-78.20280433
2020-03-27,18173,Warrick,Indiana,USA,3,0,0,38.08922676,-87.2716085
2020-03-27,49051,Wasatch,Utah,USA,28,0,0,40.33110236,-111.1691419
2020-03-27,41065,Wasco,Oregon,USA,2,0,0,45.16292781,-121.1670954
2020-03-27,27161,Waseca,Minnesota,USA,3,0,0,44.02211116,-93.58720034
2020-03-27,56043,Washakie,Wyoming,USA,1,0,0,43.90451606,-107.680187
2020-03-27,1129,Washington,Alabama,USA,2,0,0,31.4092794,-88.20689944
2020-03-27,5143,Washington,Arkansas,USA,13,0,0,35.976844,-94.21800746
2020-03-27,8121,Washington,Colorado,USA,1,0,0,39.97015535,-103.202587
2020-03-27,12133,Washington,Florida,USA,1,0,0,30.61359259,-85.66002461
2020-03-27,13303,Washington,Georgia,USA,2,0,0,32.96711864,-82.79357039
2020-03-27,17189,Washington,Illinois,USA,1,0,0,38.35309213,-89.40982703
2020-03-27,18175,Washington,Indiana,USA,4,0,0,38.60219804,-86.1049363
2020-03-27,19183,Washington,Iowa,USA,11,0,0,41.33577126,-91.71725711
2020-03-27,22117,Washington,Louisiana,USA,8,1,0,30.85288548,-90.03866652
2020-03-27,24043,Washington,Maryland,USA,5,0,0,39.60835778,-77.82002295
2020-03-27,27163,Washington,Minnesota,USA,22,0,0,45.03864533,-92.88429635
2020-03-27,28151,Washington,Mississippi,USA,11,0,0,33.28392041,-90.94196237
2020-03-27,31177,Washington,Nebraska,USA,5,0,0,41.52815707,-96.22019892
2020-03-27,36115,Washington,New York,USA,6,0,0,43.31153794,-73.43043448
2020-03-27,39167,Washington,Ohio,USA,2,0,0,39.45690571,-81.49121382
2020-03-27,40147,Washington,Oklahoma,USA,9,0,0,36.71380786,-95.90514104
2020-03-27,41067,Washington,Oregon,USA,122,3,0,45.55972701,-123.0955257
2020-03-27,42125,Washington,Pennsylvania,USA,14,0,0,40.19208869,-80.24582867
2020-03-27,44009,Washington,Rhode Island,USA,14,0,0,41.45961631,-71.61435303
2020-03-27,47179,Washington,Tennessee,USA,10,0,0,36.29472368,-82.4945472
2020-03-27,48477,Washington,Texas,USA,3,0,0,30.21498498,-96.40946246
2020-03-27,49053,Washington,Utah,USA,9,0,0,37.28003525,-113.504698
2020-03-27,50023,Washington,Vermont,USA,9,0,0,44.27343241,-72.61604978
2020-03-27,51191,Washington,Virginia,USA,1,0,0,36.72341572,-81.95666289
2020-03-27,55131,Washington,Wisconsin,USA,27,0,0,43.36863664,-88.22974712
2020-03-27,32031,Washoe,Nevada,USA,67,0,0,40.66562265,-119.6631594
2020-03-27,26161,Washtenaw,Michigan,USA,150,3,0,42.253105,-83.83853204
2020-03-27,37189,Watauga,North Carolina,USA,5,0,0,36.23103603,-81.70033724
2020-03-27,55133,Waukesha,Wisconsin,USA,61,0,0,43.01833055,-88.30431188
2020-03-27,55135,Waupaca,Wisconsin,USA,1,0,0,44.47068056,-88.96534501
2020-03-27,18177,Wayne,Indiana,USA,1,0,0,39.8633444,-85.01044989
2020-03-27,26163,Wayne,Michigan,USA,1810,37,0,42.28098405,-83.281255
2020-03-27,36117,Wayne,New York,USA,11,0,0,43.15494365,-77.02976528
2020-03-27,37191,Wayne,North Carolina,USA,3,0,0,35.36438125,-78.00027268
2020-03-27,39169,Wayne,Ohio,USA,3,0,0,40.82925852,-81.88844833
2020-03-27,42127,Wayne,Pennsylvania,USA,6,0,0,41.64938475,-75.29956506
2020-03-27,48479,Webb,Texas,USA,19,0,0,27.7610369,-99.33237355
2020-03-27,49057,Weber,Utah,USA,20,0,0,41.27116049,-111.9145117
2020-03-27,19187,Webster,Iowa,USA,1,0,0,42.42853483,-94.17987389
2020-03-27,21233,Webster,Kentucky,USA,1,0,0,37.52168356,-87.67989953
2020-03-27,22119,Webster,Louisiana,USA,9,1,0,32.70847669,-93.33121835
2020-03-27,28155,Webster,Mississippi,USA,3,1,0,33.61300486,-89.28392912
2020-03-27,8123,Weld,Colorado,USA,107,4,0,40.55499405,-104.3929621
2020-03-27,18179,Wells,Indiana,USA,1,0,0,40.72934187,-85.22132966
2020-03-27,22121,West Baton Rouge,Louisiana,USA,11,1,0,30.46058217,-91.30989571
2020-03-27,36119,Westchester,New York,USA,7187,1,0,41.16278376,-73.75741653
2020-03-27,42129,Westmoreland,Pennsylvania,USA,30,0,0,40.3137798,-79.46615476
2020-03-27,26165,Wexford,Michigan,USA,1,0,0,44.33853602,-85.57712739
2020-03-27,48481,Wharton,Texas,USA,3,0,0,29.27765923,-96.22319248
2020-03-27,53073,Whatcom,Washington,USA,92,4,0,48.82227976,-121.7490018
2020-03-27,5145,White,Arkansas,USA,6,0,0,35.25688493,-91.74908296
2020-03-27,13311,White,Georgia,USA,1,0,0,34.64624278,-83.74905525
2020-03-27,47185,White,Tennessee,USA,1,0,0,35.92929884,-85.45591799
2020-03-27,17195,Whiteside,Illinois,USA,2,0,0,41.75509713,-89.91556058
2020-03-27,13313,Whitfield,Georgia,USA,6,0,0,34.80987459,-84.96093476
2020-03-27,53075,Whitman,Washington,USA,5,0,0,46.90022523,-117.5241763
2020-03-27,48485,Wichita,Texas,USA,15,0,0,33.98842886,-98.7041034
2020-03-27,24045,Wicomico,Maryland,USA,5,0,0,38.37301947,-75.62705831
2020-03-27,1131,Wilcox,Alabama,USA,2,0,0,31.98773215,-87.30891118
2020-03-27,13317,Wilkes,Georgia,USA,1,0,0,33.78290391,-82.74286107
2020-03-27,27167,Wilkin,Minnesota,USA,1,0,0,46.35721532,-96.4684375
2020-03-27,28157,Wilkinson,Mississippi,USA,9,1,0,31.16078225,-91.31018819
2020-03-27,17197,Will,Illinois,USA,104,3,0,41.44619267,-87.97862712
2020-03-27,48489,Willacy,Texas,USA,1,0,0,26.47411727,-97.61535848
2020-03-27,45089,Williamsburg,South Carolina,USA,1,0,0,33.62190129,-79.72767442
2020-03-27,51830,Williamsburg,Virginia,USA,5,1,0,37.28131268,-76.70905141
2020-03-27,17199,Williamson,Illinois,USA,1,0,0,37.73033511,-88.92994027
2020-03-27,47187,Williamson,Tennessee,USA,91,0,0,35.89099229,-86.89281867
2020-03-27,48491,Williamson,Texas,USA,34,0,0,30.64655664,-97.6004854
2020-03-27,37195,Wilson,North Carolina,USA,7,0,0,35.70625477,-77.917978
2020-03-27,47189,Wilson,Tennessee,USA,20,0,0,36.15496772,-86.29775884
2020-03-27,48493,Wilson,Texas,USA,1,0,0,29.1732598,-98.08693082
2020-03-27,9015,Windham,Connecticut,USA,3,0,0,41.82972709,-71.98182316
2020-03-27,50025,Windham,Vermont,USA,7,0,0,42.986982,-72.71268875
2020-03-27,50027,Windsor,Vermont,USA,18,1,0,43.58010937,-72.58595157
2020-03-27,22127,Winn,Louisiana,USA,1,0,0,31.94449367,-92.63789413
2020-03-27,17201,Winnebago,Illinois,USA,8,0,0,42.33641854,-89.16085327
2020-03-27,55139,Winnebago,Wisconsin,USA,6,0,0,44.06886922,-88.64477096
2020-03-27,19191,Winneshiek,Iowa,USA,2,0,0,43.29094334,-91.84422722
2020-03-27,27169,Winona,Minnesota,USA,4,0,0,43.98772283,-91.78081305
2020-03-27,1133,Winston,Alabama,USA,2,0,0,34.15030532,-87.37325922
2020-03-27,28159,Winston,Mississippi,USA,3,0,0,33.08747908,-89.03391385
2020-03-27,39173,Wood,Ohio,USA,8,0,0,41.36224827,-83.62285108
2020-03-27,54107,Wood,West Virginia,USA,2,0,0,39.20967886,-81.5162836
2020-03-27,55141,Wood,Wisconsin,USA,2,0,0,44.45537896,-90.04158336
2020-03-27,19193,Woodbury,Iowa,USA,3,0,0,42.38979414,-96.0459439
2020-03-27,17203,Woodford,Illinois,USA,3,0,0,40.78579374,-89.20973757
2020-03-27,5147,Woodruff,Arkansas,USA,1,0,0,35.18902527,-91.2439489
2020-03-27,20207,Woodson,Kansas,USA,1,0,0,37.8865336,-95.74006277
2020-03-27,24047,Worcester,Maryland,USA,2,0,0,38.21274277,-75.33200012
2020-03-27,25027,Worcester,Massachusetts,USA,219,3,0,42.35026951,-71.90493363
2020-03-27,13321,Worth,Georgia,USA,7,0,0,31.55162306,-83.85090513
2020-03-27,19197,Wright,Iowa,USA,1,0,0,42.73305373,-93.73515113
2020-03-27,27171,Wright,Minnesota,USA,5,0,0,45.17297924,-93.96234781
2020-03-27,29229,Wright,Missouri,USA,1,0,0,37.27029221,-92.46914488
2020-03-27,39175,Wyandot,Ohio,USA,1,0,0,40.84339621,-83.30734173
2020-03-27,20209,Wyandotte,Kansas,USA,43,3,0,39.11727348,-94.76378225
2020-03-27,36121,Wyoming,New York,USA,7,1,0,42.70145109,-78.22199579
2020-03-27,53077,Yakima,Washington,USA,66,2,0,46.45738486,-120.7380126
2020-03-27,28161,Yalobusha,Mississippi,USA,3,0,0,34.02824175,-89.7076205
2020-03-27,41071,Yamhill,Oregon,USA,11,0,0,45.23330449,-123.3086963
2020-03-27,4025,Yavapai,Arizona,USA,9,0,0,34.59933926,-112.5538588
2020-03-27,28163,Yazoo,Mississippi,USA,4,0,0,32.77890365,-90.39656148
2020-03-27,30111,Yellowstone,Montana,USA,20,0,0,45.93955949,-108.2691486
2020-03-27,48501,Yoakum,Texas,USA,1,0,0,33.17320212,-102.8276433
2020-03-27,6113,Yolo,California,USA,13,1,0,38.68278902,-121.9018288
2020-03-27,23031,York,Maine,USA,33,0,0,43.47808377,-70.71052375
2020-03-27,42133,York,Pennsylvania,USA,30,0,0,39.9210089,-76.73040131
2020-03-27,45091,York,South Carolina,USA,19,0,0,34.97281497,-81.18085944
2020-03-27,51199,York,Virginia,USA,9,1,0,37.24374789,-76.54412815
2020-03-27,48503,Young,Texas,USA,1,0,0,33.17659707,-98.68790885
2020-03-27,6115,Yuba,California,USA,3,0,0,39.26255932,-121.3535644
2020-03-27,4027,Yuma,Arizona,USA,4,0,0,32.76895712,-113.9066674
2020-03-27,8125,Yuma,Colorado,USA,2,0,0,40.00346839,-102.4258673
2020-03-27,99999,,Grand Princess,USA,28,3,0,0,0
2020-03-27,66000,,Guam,USA,51,1,0,13.4443,144.7937
2020-03-27,,,Puerto Rico,USA,79,3,0,18.2208,-66.5901
2020-03-27,78000,,Virgin Islands,USA,19,0,0,18.3358,-64.8963
2020-03-28,45001,Abbeville,South Carolina,USA,3,0,0,34.22333378,-82.46170658
2020-03-28,22001,Acadia,Louisiana,USA,9,1,0,30.2950649,-92.41419698
2020-03-28,51001,Accomack,Virginia,USA,2,0,0,37.76707161,-75.63234615
2020-03-28,16001,Ada,Idaho,USA,76,0,0,43.4526575,-116.2415516
2020-03-28,19001,Adair,Iowa,USA,1,0,0,41.33075609,-94.47105874
2020-03-28,29001,Adair,Missouri,USA,1,0,0,40.19058551,-92.60078167
2020-03-28,40001,Adair,Oklahoma,USA,3,0,0,35.88494195,-94.65859267
2020-03-28,8001,Adams,Colorado,USA,71,0,0,39.87432092,-104.3362578
2020-03-28,17001,Adams,Illinois,USA,1,0,0,39.98815591,-91.18786813
2020-03-28,18001,Adams,Indiana,USA,1,0,0,40.7457653,-84.93671406
2020-03-28,28001,Adams,Mississippi,USA,6,0,0,31.47669768,-91.35326037
2020-03-28,31001,Adams,Nebraska,USA,2,0,0,40.5244942,-98.50117804
2020-03-28,42001,Adams,Pennsylvania,USA,8,0,0,39.87140411,-77.21610347
2020-03-28,53001,Adams,Washington,USA,5,0,0,46.98299757,-118.5601734
2020-03-28,50001,Addison,Vermont,USA,15,0,0,44.03217337,-73.14130877
2020-03-28,45003,Aiken,South Carolina,USA,7,0,0,33.54338026,-81.63645384
2020-03-28,12001,Alachua,Florida,USA,67,0,0,29.67866525,-82.35928158
2020-03-28,37001,Alamance,North Carolina,USA,5,0,0,36.0434701,-79.39976137
2020-03-28,6001,Alameda,California,USA,220,4,0,37.64629437,-121.8929271
2020-03-28,8003,Alamosa,Colorado,USA,1,0,0,37.57250606,-105.7885451
2020-03-28,36001,Albany,New York,USA,195,0,0,42.60060306,-73.97723916
2020-03-28,56001,Albany,Wyoming,USA,1,0,0,41.65498705,-105.7235415
2020-03-28,51003,Albemarle,Virginia,USA,16,0,0,38.02080697,-78.55481085
2020-03-28,28003,Alcorn,Mississippi,USA,1,0,0,34.88084463,-88.57996173
2020-03-28,37003,Alexander,North Carolina,USA,1,0,0,35.9223796,-81.17751948
2020-03-28,51510,Alexandria,Virginia,USA,20,0,0,38.814003,-77.08183073
2020-03-28,19005,Allamakee,Iowa,USA,7,1,0,43.28383218,-91.37860922
2020-03-28,26005,Allegan,Michigan,USA,2,0,0,42.59147037,-85.89102866
2020-03-28,36003,Allegany,New York,USA,2,0,0,42.25748406,-78.02750466
2020-03-28,37005,Alleghany,North Carolina,USA,1,0,0,36.49360862,-81.12857041
2020-03-28,42003,Allegheny,Pennsylvania,USA,219,2,0,40.46809875,-79.98167747
2020-03-28,18003,Allen,Indiana,USA,23,1,0,41.09194313,-85.06800636
2020-03-28,21003,Allen,Kentucky,USA,1,0,0,36.75197631,-86.19457544
2020-03-28,22003,Allen,Louisiana,USA,7,0,0,30.65385745,-92.82442028
2020-03-28,39003,Allen,Ohio,USA,2,0,0,40.77285242,-84.10802343
2020-03-28,6005,Amador,California,USA,2,0,0,38.44583082,-120.65696
2020-03-28,51007,Amelia,Virginia,USA,1,0,0,37.34081025,-77.98584649
2020-03-28,51009,Amherst,Virginia,USA,2,0,0,37.60308293,-79.14548696
2020-03-28,2020,Anchorage,Alaska,USA,43,1,0,61.14998174,-149.1426986
2020-03-28,21005,Anderson,Kentucky,USA,2,1,0,38.00671029,-84.99171713
2020-03-28,45007,Anderson,South Carolina,USA,24,0,0,34.51828081,-82.63959517
2020-03-28,47001,Anderson,Tennessee,USA,5,0,0,36.12684348,-84.19965764
2020-03-28,48003,Andrews,Texas,USA,1,0,0,32.30468633,-102.6376548
2020-03-28,23001,Androscoggin,Maine,USA,7,0,0,44.1664747,-70.20380627
2020-03-28,48005,Angelina,Texas,USA,1,0,0,31.25457347,-94.60901487
2020-03-28,24003,Anne Arundel,Maryland,USA,88,0,0,39.00670238,-76.60329337
2020-03-28,27003,Anoka,Minnesota,USA,12,0,0,45.27476015,-93.24604565
2020-03-28,4001,Apache,Arizona,USA,13,0,0,35.39465006,-109.4892383
2020-03-28,19007,Appanoose,Iowa,USA,1,0,0,40.74324454,-92.86865906
2020-03-28,8005,Arapahoe,Colorado,USA,155,1,0,39.64977461,-104.3353617
2020-03-28,51013,Arlington,Virginia,USA,75,0,0,38.8767675,-77.10139853
2020-03-28,42005,Armstrong,Pennsylvania,USA,2,0,0,40.81665618,-79.46290811
2020-03-28,22005,Ascension,Louisiana,USA,107,1,0,30.20406249,-90.9132841
2020-03-28,39005,Ashland,Ohio,USA,3,0,0,40.84772277,-82.27280781
2020-03-28,39007,Ashtabula,Ohio,USA,6,0,0,41.70860332,-80.74830218
2020-03-28,22007,Assumption,Louisiana,USA,8,0,0,29.89946234,-91.06461642
2020-03-28,48013,Atascosa,Texas,USA,2,0,0,28.89333001,-98.52730485
2020-03-28,29005,Atchison,Missouri,USA,1,0,0,40.43238737,-95.42970639
2020-03-28,39009,Athens,Ohio,USA,2,0,0,39.33425634,-82.04278644
2020-03-28,34001,Atlantic,New Jersey,USA,17,0,0,39.47538693,-74.65848483
2020-03-28,28007,Attala,Mississippi,USA,9,0,0,33.08658803,-89.57838564
2020-03-28,39011,Auglaize,Ohio,USA,1,0,0,40.55998859,-84.2242143
2020-03-28,46003,Aurora,South Dakota,USA,1,0,0,43.71757685,-98.56050467
2020-03-28,48015,Austin,Texas,USA,1,0,0,29.88548725,-96.27736949
2020-03-28,1001,Autauga,Alabama,USA,6,0,0,32.53952745,-86.64408227
2020-03-28,22009,Avoyelles,Louisiana,USA,12,0,0,31.07796211,-92.00079449
2020-03-28,8009,Baca,Colorado,USA,1,0,0,37.31940883,-102.5603223
2020-03-28,12003,Baker,Florida,USA,7,0,0,30.33060121,-82.28467476
2020-03-28,13007,Baker,Georgia,USA,1,1,0,31.32669878,-84.44218806
2020-03-28,1003,Baldwin,Alabama,USA,10,0,0,30.72774991,-87.72207058
2020-03-28,13009,Baldwin,Georgia,USA,2,0,0,33.06882326,-83.24701748
2020-03-28,24005,Baltimore,Maryland,USA,141,1,0,39.45784712,-76.62911955
2020-03-28,24510,Baltimore City,Maryland,USA,112,0,0,39.30211911,-76.61151012
2020-03-28,16005,Bannock,Idaho,USA,3,0,0,42.67002716,-112.2233311
2020-03-28,38003,Barnes,North Dakota,USA,2,0,0,46.93579637,-98.06605978
2020-03-28,25001,Barnstable,Massachusetts,USA,133,2,0,41.72980578,-70.28854339
2020-03-28,13013,Barrow,Georgia,USA,7,1,0,33.99148694,-83.71436292
2020-03-28,26015,Barry,Michigan,USA,1,0,0,42.59513984,-85.30834519
2020-03-28,29009,Barry,Missouri,USA,1,0,0,36.70978521,-93.82919888
2020-03-28,18005,Bartholomew,Indiana,USA,7,0,0,39.20744865,-85.89558181
2020-03-28,13015,Bartow,Georgia,USA,116,1,0,34.23732119,-84.83887523
2020-03-28,48021,Bastrop,Texas,USA,4,0,0,30.10370699,-97.31206354
2020-03-28,29013,Bates,Missouri,USA,1,0,0,38.25271289,-94.34113157
2020-03-28,5005,Baxter,Arkansas,USA,1,0,0,36.28784385,-92.33782872
2020-03-28,12005,Bay,Florida,USA,5,0,0,30.26548745,-85.62122584
2020-03-28,26017,Bay,Michigan,USA,4,0,0,43.70639106,-83.98731479
2020-03-28,55007,Bayfield,Wisconsin,USA,2,0,0,46.52868768,-91.19716729
2020-03-28,46005,Beadle,South Dakota,USA,16,0,0,44.41464384,-98.27858469
2020-03-28,37013,Beaufort,North Carolina,USA,3,0,0,35.48531943,-76.84325809
2020-03-28,45013,Beaufort,South Carolina,USA,39,0,0,32.39226291,-80.72619758
2020-03-28,22011,Beauregard,Louisiana,USA,4,0,0,30.64836518,-93.34173616
2020-03-28,42007,Beaver,Pennsylvania,USA,22,0,0,40.6825484,-80.34921611
2020-03-28,47003,Bedford,Tennessee,USA,1,0,0,35.51123746,-86.45549096
2020-03-28,51019,Bedford,Virginia,USA,3,0,0,37.3080028,-79.5281964
2020-03-28,33001,Belknap,New Hampshire,USA,9,0,0,43.51637314,-71.41684235
2020-03-28,48027,Bell,Texas,USA,28,1,0,31.03736027,-97.4785025
2020-03-28,39013,Belmont,Ohio,USA,8,0,0,40.01625942,-80.9924051
2020-03-28,27007,Beltrami,Minnesota,USA,2,0,0,47.97373527,-94.93732139
2020-03-28,13017,Ben Hill,Georgia,USA,2,0,0,31.76095874,-83.22145359
2020-03-28,50003,Bennington,Vermont,USA,15,0,0,43.03519828,-73.09048868
2020-03-28,5007,Benton,Arkansas,USA,28,0,0,36.33644656,-94.25680817
2020-03-28,19011,Benton,Iowa,USA,4,0,0,42.08011739,-92.06463573
